1067;5MN Microwarpdrive I Blueprint;126;0.01
1071;1MN Afterburner II Blueprint;126;0.01
1072;1MN Afterburner I Blueprint;126;0.01
1073;5MN Microwarpdrive II Blueprint;126;0.01
1074;Cargo Scanner I Blueprint;127;0.01
1075;Ship Scanner I Blueprint;128;0.01
1076;Survey Scanner I Blueprint;129;0.01
1079;Warp Scrambler I Blueprint;132;0.01
1080;Warp Scrambler II Blueprint;132;0.01
1095;Gyrostabilizer II Blueprint;139;0.01
1096;Gyrostabilizer I Blueprint;139;0.01
1099;Small Armor Repairer I Blueprint;142;0.01
1100;Small Hull Repairer I Blueprint;143;0.01
1102;Stasis Webifier I Blueprint;145;0.01
1103;Stasis Webifier II Blueprint;145;0.01
1105;Small Remote Capacitor Transmitter I Blueprint;147;0.01
1106;Small Energy Nosferatu I Blueprint;148;0.01
1109;Small Energy Neutralizer I Blueprint;151;0.01
1112;75mm Gatling Rail I Blueprint;154;0.01
1113;Light Electron Blaster I Blueprint;154;0.01
1114;Light Ion Blaster I Blueprint;154;0.01
1115;Light Neutron Blaster I Blueprint;154;0.01
1116;150mm Railgun I Blueprint;154;0.01
1117;Heavy Electron Blaster I Blueprint;154;0.01
1118;Dual 150mm Railgun I Blueprint;154;0.01
1119;Heavy Neutron Blaster I Blueprint;154;0.01
1120;Heavy Ion Blaster I Blueprint;154;0.01
1121;250mm Railgun I Blueprint;154;0.01
1122;Electron Blaster Cannon I Blueprint;154;0.01
1123;Dual 250mm Railgun I Blueprint;154;0.01
1124;Neutron Blaster Cannon I Blueprint;154;0.01
1125;425mm Railgun I Blueprint;154;0.01
1126;Ion Blaster Cannon I Blueprint;154;0.01
1128;Medium Capacitor Booster I Blueprint;156;0.01
1129;Adaptive Invulnerability Field I Blueprint;157;0.01
1130;Iron Charge S Blueprint;167;0.01
1131;Tungsten Charge S Blueprint;167;0.01
1132;Iridium Charge S Blueprint;167;0.01
1133;Lead Charge S Blueprint;167;0.01
1134;Thorium Charge S Blueprint;167;0.01
1135;Uranium Charge S Blueprint;167;0.01
1136;Plutonium Charge S Blueprint;167;0.01
1137;Antimatter Charge S Blueprint;167;0.01
1138;Iron Charge M Blueprint;167;0.01
1139;Tungsten Charge M Blueprint;167;0.01
1140;Iridium Charge M Blueprint;167;0.01
1141;Lead Charge M Blueprint;167;0.01
1142;Thorium Charge M Blueprint;167;0.01
1143;Uranium Charge M Blueprint;167;0.01
1144;Plutonium Charge M Blueprint;167;0.01
1145;Antimatter Charge M Blueprint;167;0.01
1146;Iron Charge L Blueprint;167;0.01
1147;Tungsten Charge L Blueprint;167;0.01
1148;Iridium Charge L Blueprint;167;0.01
1149;Lead Charge L Blueprint;167;0.01
1150;Thorium Charge L Blueprint;167;0.01
1151;Uranium Charge L Blueprint;167;0.01
1152;Plutonium Charge L Blueprint;167;0.01
1153;Antimatter Charge L Blueprint;167;0.01
1154;Radio S Blueprint;168;0.01
1155;Microwave S Blueprint;168;0.01
1156;Infrared S Blueprint;168;0.01
1157;Standard S Blueprint;168;0.01
1158;Ultraviolet S Blueprint;168;0.01
1159;Xray S Blueprint;168;0.01
1160;Gamma S Blueprint;168;0.01
1161;Multifrequency S Blueprint;168;0.01
1162;Radio M Blueprint;168;0.01
1163;Microwave M Blueprint;168;0.01
1164;Infrared M Blueprint;168;0.01
1165;Standard M Blueprint;168;0.01
1166;Ultraviolet M Blueprint;168;0.01
1167;Xray M Blueprint;168;0.01
1168;Gamma M Blueprint;168;0.01
1169;Multifrequency M Blueprint;168;0.01
1170;Radio L Blueprint;168;0.01
1171;Microwave L Blueprint;168;0.01
1172;Infrared L Blueprint;168;0.01
1173;Standard L Blueprint;168;0.01
1174;Ultraviolet L Blueprint;168;0.01
1175;Xray L Blueprint;168;0.01
1176;Gamma L Blueprint;168;0.01
1177;Multifrequency L Blueprint;168;0.01
1178;Cap Booster 25 Blueprint;169;0.01
1179;Cap Booster 50 Blueprint;169;0.01
1182;Auto Targeting System I;96;5.0
1183;Small Armor Repairer II;62;5.0
1184;Small Armor Repairer II Blueprint;142;0.01
1185;Small Cap Battery I;61;5
1186;Small Cap Battery I Blueprint;141;0.01
1190;Small Remote Capacitor Transmitter II;67;5.0
1191;Small Remote Capacitor Transmitter II Blueprint;147;0.01
1192;'Basic' Overdrive Injector System;764;5.0
1193;Basic EM Plating;98;5.0
1195;Cap Recharger I;43;5.0
1196;Cap Recharger I Blueprint;123;0.01
1197;EM Plating I;98;5.0
1198;EM Plating II;98;5.0
1201;Wasp I;100;25.0
1202;Civilian Mining Drone;101;5.0
1204;EM Plating I Blueprint;163;0.01
1205;EM Plating II Blueprint;163;0.01
1208;Auto Targeting System I Blueprint;162;0.01
1210;Burst Jammer I Blueprint;160;0.01
1212;Passive Targeter I Blueprint;161;0.01
1214;Wasp I Blueprint;176;0.01
1216;Mjolnir Auto-Targeting Light Missile I Blueprint;166;0.01
1218;Civilian Mining Drone Blueprint;177;0.01
1220;Scourge Rocket Blueprint;166;0.01
1221;Scourge Torpedo Blueprint;166;0.01
1223;Bistot;451;16.0
1224;Pyroxeres;459;0.3
1225;Crokite;452;16.0
1226;Jaspet;456;2.0
1227;Omber;469;0.6
1228;Scordite;460;0.15
1229;Gneiss;467;5.0
1230;Veldspar;462;0.1
1231;Hemorphite;455;3.0
1232;Dark Ochre;453;8.0
1236;Overdrive Injector System II;764;5.0
1237;Overdrive Injector System II Blueprint;158;0.01
1240;'Basic' Reinforced Bulkheads;78;5.0
1242;'Basic' Nanofiber Internal Structure;763;5.0
1244;Overdrive Injector System I;764;5.0
1245;Overdrive Injector System I Blueprint;158;0.01
1246;Capacitor Flux Coil I;768;5.0
1247;Capacitor Flux Coil I Blueprint;137;0.01
1248;Capacitor Flux Coil II;768;5.0
1249;Capacitor Flux Coil II Blueprint;137;0.01
1254;Shield Flux Coil I;770;5.0
1255;Shield Flux Coil I Blueprint;137;0.01
1256;Shield Flux Coil II;770;5.0
1257;Shield Flux Coil II Blueprint;137;0.01
1262;Basic Explosive Plating;98;5.0
1264;Explosive Plating I;98;5.0
1265;Explosive Plating I Blueprint;163;0.01
1266;Explosive Plating II;98;5.0
1267;Explosive Plating II Blueprint;163;0.01
1272;Basic Layered Plating;98;5.0
1274;Layered Plating I;98;5.0
1275;Layered Plating I Blueprint;163;0.01
1276;Layered Plating II;98;5.0
1277;Layered Plating II Blueprint;163;0.01
1282;Basic Kinetic Plating;98;5.0
1284;Kinetic Plating I;98;5.0
1285;Kinetic Plating I Blueprint;163;0.01
1286;Kinetic Plating II;98;5.0
1287;Kinetic Plating II Blueprint;163;0.01
1292;Basic Thermal Plating;98;5.0
1294;Thermal Plating I;98;5.0
1295;Thermal Plating I Blueprint;163;0.01
1296;Thermal Plating II;98;5.0
1297;Thermal Plating II Blueprint;163;0.01
1302;Basic Adaptive Nano Plating;98;5
1304;Adaptive Nano Plating I;98;5
1305;Adaptive Nano Plating I Blueprint;163;0.01
1306;Adaptive Nano Plating II;98;5
1307;Adaptive Nano Plating II Blueprint;163;0.01
1315;'Basic' Expanded Cargohold;765;5.0
1317;Expanded Cargohold I;765;5.0
1318;Expanded Cargohold I Blueprint;158;0.01
1319;Expanded Cargohold II;765;5.0
1320;Expanded Cargohold II Blueprint;158;0.01
1333;Reinforced Bulkheads I;78;25.0
1334;Reinforced Bulkheads I Blueprint;158;0.01
1335;Reinforced Bulkheads II;78;5.0
1336;Reinforced Bulkheads II Blueprint;158;0.01
1351;Basic Reactor Control Unit;769;5.0
1353;Reactor Control Unit I;769;5.0
1354;Reactor Control Unit I Blueprint;137;0.01
1355;Reactor Control Unit II;769;5.0
1356;Reactor Control Unit II Blueprint;137;0.01
1401;'Basic' Inertial Stabilizers;762;5.0
1403;Inertial Stabilizers I;762;5.0
1404;Inertial Stabilizers I Blueprint;158;0.01
1405;Inertial Stabilizers II;762;5.0
1406;Inertial Stabilizers II Blueprint;158;0.01
1419;'Basic' Shield Power Relay;57;5
1422;Shield Power Relay II;57;5.0
1423;Shield Power Relay II Blueprint;137;0.01
1436;Auto Targeting System II;96;5.0
1437;Auto Targeting System II Blueprint;162;0.01
1445;Capacitor Power Relay I;767;5.0
1446;Capacitor Power Relay I Blueprint;137;0.01
1447;Capacitor Power Relay II;767;5.0
1448;Capacitor Power Relay II Blueprint;137;0.01
1537;'Basic' Power Diagnostic System;766;5.0
1539;Power Diagnostic System I;766;5.0
1540;Power Diagnostic System I Blueprint;137;0.01
1541;Power Diagnostic System II;766;5.0
1542;Power Diagnostic System II Blueprint;137;0.01
1547;Small Proton Smartbomb I;72;12.5
1548;Small Proton Smartbomb I Blueprint;152;0.01
1549;Small Proton Smartbomb II;72;5.0
1550;Small Proton Smartbomb II Blueprint;152;0.01
1551;Small Graviton Smartbomb I;72;12.5
1552;Small Graviton Smartbomb I Blueprint;152;0.01
1553;Small Graviton Smartbomb II;72;5.0
1554;Small Graviton Smartbomb II Blueprint;152;0.01
1557;Small Plasma Smartbomb I;72;12.5
1558;Small Plasma Smartbomb I Blueprint;152;0.01
1559;Small Plasma Smartbomb II;72;5.0
1560;Small Plasma Smartbomb II Blueprint;152;0.01
1563;Small EMP Smartbomb I;72;12.5
1564;Small EMP Smartbomb I Blueprint;152;0.01
1565;Small EMP Smartbomb II;72;5.0
1566;Small EMP Smartbomb II Blueprint;152;0.01
1798;Basic EM Ward Amplifier;295;5.0
1800;Basic Thermal Dissipation Amplifier;295;5.0
1802;Basic Kinetic Deflection Amplifier;295;5.0
1804;Basic Explosive Deflection Amplifier;295;5.0
1808;EM Ward Amplifier I;295;5.0
1809;EM Ward Amplifier I Blueprint;296;0.01
1810;Scourge Auto-Targeting Light Missile I;394;0.015
1811;Scourge Auto-Targeting Light Missile I Blueprint;166;0.01
1814;Nova Auto-Targeting Light Missile I;394;0.015
1815;Nova Auto-Targeting Light Missile I Blueprint;166;0.01
1816;Inferno Auto-Targeting Light Missile I;394;0.015
1817;Inferno Auto-Targeting Light Missile I Blueprint;166;0.01
1818;Scourge Auto-Targeting Heavy Missile I;395;0.03
1819;Scourge Auto-Targeting Heavy Missile I Blueprint;166;0.01
1820;Mjolnir Auto-Targeting Heavy Missile I;395;0.03
1821;Mjolnir Auto-Targeting Heavy Missile I Blueprint;166;0.01
1822;Nova Auto-Targeting Heavy Missile I;395;0.03
1823;Nova Auto-Targeting Heavy Missile I Blueprint;166;0.01
1824;Inferno Auto-Targeting Heavy Missile I;395;0.03
1825;Inferno Auto-Targeting Heavy Missile I Blueprint;166;0.01
1826;Scourge Auto-Targeting Cruise Missile I;396;0.05
1827;Scourge Auto-Targeting Cruise Missile I Blueprint;166;0.01
1828;Mjolnir Auto-Targeting Cruise Missile I;396;0.05
1829;Mjolnir Auto-Targeting Cruise Missile I Blueprint;166;0.01
1830;Nova Auto-Targeting Cruise Missile I;396;0.05
1831;Nova Auto-Targeting Cruise Missile I Blueprint;166;0.01
1832;Inferno Auto-Targeting Cruise Missile I;396;0.05
1833;Inferno Auto-Targeting Cruise Missile I Blueprint;166;0.01
1855;Ship Scanner II;48;5.0
1856;Ship Scanner II Blueprint;128;0.01
1875;Rapid Light Missile Launcher I;511;10.0
1876;Rapid Light Missile Launcher I Blueprint;136;0.01
1877;Rapid Light Missile Launcher II;511;10.0
1878;Rapid Light Missile Launcher II Blueprint;136;0.01
1893;'Basic' Heat Sink;205;5
1944;Bestower;28;260000.0
1945;Bestower Blueprint;108;0.01
1948;Magnetometric ECM I;201;5
1949;'Basic' Signal Amplifier;210;5
1951;'Basic' Tracking Enhancer;211;5
1952;Sensor Booster II;212;5
1955;Gravimetric ECM I;201;5
1956;Radar ECM I;201;5
1957;Multispectral ECM I;201;5
1958;Ladar ECM I;201;5
1963;Remote Sensor Booster I;290;25
1964;Remote Sensor Booster II;290;5
1968;Remote Sensor Dampener I;208;5.0
1969;Remote Sensor Dampener II;208;5.0
1973;Sensor Booster I;212;5
1977;Tracking Computer I;213;5.0
1978;Tracking Computer II;213;5.0
1986;Signal Amplifier I;210;5
1987;Signal Amplifier II;210;5
1998;Tracking Enhancer I;211;5.0
1999;Tracking Enhancer II;211;5.0
2001;Cynosural Suppression;1016;200000.0
2006;Omen;26;118000.0
2007;Omen Blueprint;106;0.01
2008;Cynosural Navigation;1016;200000.0
2009;Supercapital Construction Facilities;1016;200000.0
2013;Hostages;283;1.0
2018;Medium Cap Battery I;61;10
2019;Medium Cap Battery I Blueprint;141;0.01
2020;Large Cap Battery I;61;15
2021;Large Cap Battery I Blueprint;141;0.01
2024;Medium Capacitor Booster II;76;10.0
2025;Medium Capacitor Booster II Blueprint;156;0.01
2026;Pirate Detection Array 1;1021;5000.0
2027;Pirate Detection Array 2;1021;10000.0
2028;Pirate Detection Array 3;1021;20000.0
2029;Pirate Detection Array 4;1021;40000.0
2030;Pirate Detection Array 5;1021;60000.0
2031;Entrapment Array 1;1021;5000.0
2032;Cap Recharger II;43;5.0
2033;Cap Recharger II Blueprint;123;0.01
2034;Entrapment Array 2;1021;10000.0
2035;Entrapment Array 3;1021;20000.0
2036;Entrapment Array 4;1021;40000.0
2037;Entrapment Array 5;1021;60000.0
2038;Cargo Scanner II;47;5.0
2039;Cargo Scanner II Blueprint;127;0.01
2040;Ore Prospecting Array 1;1020;5000.0
2041;Ore Prospecting Array 2;1020;10000.0
2042;Ore Prospecting Array 3;1020;20000.0
